Word TrueLabel
143 O
km O
West O
of O
Mount B-LOCATION
Tom I-LOCATION
Price I-LOCATION
; O
206 O
km O
South O
of O
Karratha B-LOCATION
. O

The O
project O
is O
located O
approximately O
146 O
km O
northwest O
of O
Parraburdoo B-LOCATION
within O
the O
Wyloo B-LOCATION
. O

Access O
from O
Parraburdoo B-LOCATION
is O
via O
the O
sealed O
Parraburdoo B-LOCATION
Nantutarra O
road O
thence O
via O
station O
tracks O
through O
Wyloo B-LOCATION
and O
Mount B-LOCATION
Stuart I-LOCATION
Stations O
. O

Exploration O
License O
E47/2268 O
is O
geologically O
located O
within O
the O
Hamersley B-LOCATION
Iron I-LOCATION
Province I-LOCATION
in O
the O
northwest O
of O
Western B-LOCATION
Australia I-LOCATION
. O

The O
tenement O
covers O
part O
of O
the O
northern O
rim O
of O
the O
Wyloo B-LOCATION
Dome I-LOCATION
. O

Exploration O
License O
47 O
/ O
2268 O
is O
on O
margin O
adjoining O
Ashburton B-LOCATION
Basin I-LOCATION
along O
the O
southern O
margin O
of O
the O
Hamersley B-LOCATION
Basin I-LOCATION
predominately O
overlying O
stratigraphy O
of O
the O
Lower O
Proterozoic B-TIMESCALE
Wyloo B-STRAT
Group I-STRAT
, O
Beasley B-STRAT
River I-STRAT
Quartzite I-STRAT
, O
Cheela B-STRAT
Springs I-STRAT
Basalt I-STRAT
, O
the O
Mount B-STRAT
McGrath I-STRAT
Formation I-STRAT
, O
Duck B-STRAT
Creek I-STRAT
Dolomite I-STRAT
and O
the O
Ashburton B-STRAT
Formation I-STRAT
. O

The O
Wyloo B-STRAT
Group I-STRAT
unconformably O
overlies O
the O
Mount B-STRAT
Bruce I-STRAT
Supergene I-STRAT
Group I-STRAT
Turee I-STRAT
Creek I-STRAT
Group I-STRAT
, O
Hamersley B-STRAT
Group I-STRAT
, O
and O
Fortescue B-STRAT
Group I-STRAT
with O
the O
contact O
between O
the O
two O
groups O
tectonic O
, O
at O
least O
in O
part O
figure O
5 O
Banded B-ROCK
Iron I-ROCK
Formation I-ROCK
BIF B-ROCK
of O
the O
2770 O
to O
2405 O
Ma O
Hamersely B-LOCATION
Province I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
are O
locally O
upgraded O
to O
high O
grade O
hematite B-MINERAL
during O
the O
early O
Paleo B-TIMESCALE
Proterozoic I-TIMESCALE
by O
a O
combination O
of O
supergene O
and O
hypogene O
process O
after O
the O
initial O
rise O
of O
atmospheric O
oxygen O
. O

Ore O
genesis O
is O
associated O
with O
a O
stratigraphic O
break O
between O
Upper O
and O
Lower O
Wyloo B-STRAT
Groups I-STRAT
of O
Ashburton B-LOCATION
Province I-LOCATION
and O
has O
been O
variously O
linked O
to O
the O
Opthalmian O
Orogeny O
, O
late O
orogenic O
extensional O
collapse O
and O
anorogenic O
continental O
extensions O
. O

For O
the O
reporting O
period O
2011 O
to O
2012 O
, O
the O
activities O
carried O
out O
by O
Mamba O
Resource O
Management O
Pty O
Limited O
were O
focused O
to O
demarcate O
the O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
bearing O
area O
within O
the O
concession O
. O

The O
objective O
of O
Page O
12 O
of O
28 O
this O
study O
was O
to O
develop O
an O
understanding O
of O
the O
basic O
stratigraphic O
sequence O
along O
with O
the O
geochronological O
order O
and O
depositional O
environment O
of O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
. O

With O
the O
base O
map O
an O
onsite O
geological O
investigation O
was O
executed O
at O
the O
tenement O
and O
realtime O
geological O
observations O
structural O
, O
geochemical O
, O
stratigraphic O
and O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
and O
associated O
rocks O
deposition O
and O
mineralization O
were O
recorded O
in O
relation O
to O
contacts O
of O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
bearing O
zones O
with O
noniron O
ore O
bearing O
zones O
within O
the O
concession O
. O

Geological O
mapping O
and O
exploration O
index O
map O
Exploration O
at O
the O
initial O
stage O
was O
confined O
to O
geological O
mapping O
and O
rock O
chip O
sampling O
only O
with O
an O
objective O
of O
defining O
potential O
areas O
for O
further O
detailed O
exploration O
for O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
mineralization O
. O

Iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
Page O
13 O
of O
28 O
mineralization O
encountered O
as O
sub O
vertically O
dipping O
BIFs B-ROCK
with O
micro B-MINERAL
platy I-MINERAL
hematite I-MINERAL
at O
the O
central O
part O
of O
tenement O
west O
to O
east O
figure O
9 O
, O
left O
along O
with O
highly O
goethitic B-MINERAL
intercalated O
and O
limonitic O
impression O
bearing O
hematite B-MINERAL
at O
south O
east O
of O
the O
lease O
figure O
9 O
, O
right O
. O

Other O
rocks O
encountered O
during O
traversing O
are O
carbonates O
dolomite B-ROCK
, O
ferruginous O
quartzite B-ROCK
figure O
10 O
, O
basaltic B-ROCK
rocks I-ROCK
, O
ferromagnesian O
rocks O
etc O
. O

The O
river O
channels O
and O
palaeo O
drainage O
systems O
exhibit O
limonitic O
impressions O
and O
may O
act O
as O
a O
host O
location O
for O
channel B-ORE_DEPOSIT
iron I-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
CIDs B-ORE_DEPOSIT
figure O
8 O
. O

Dipping O
is O
vertical O
to O
sub O
vertical O
figure O
11 O
right O
at O
the O
hill O
tops O
within O
BIFs B-ROCK
and O
micro B-MINERAL
platy I-MINERAL
hematite I-MINERAL
. O

Rock O
chip O
samples O
were O
collected O
for O
the O
varied O
styles O
of O
mineralization O
of O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
encountered O
and O
analysis O
results O
are O
pending O
. O

The O
zones O
are O
: O
High O
potential O
zones O
the O
hematite B-MINERAL
BIF B-ROCK
zone O
4 O
. O

2 O
km2 O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
with O
limonitic O
impression O
and O
goethitic O
intercalation O
; O
No O
potential O
zone O
3 O
. O

8 O
km2 O
zone O
with O
no O
ground O
signature O
of O
Iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
occurrences O
. O

A O
detailed O
investigation O
involving O
remote O
sensing O
, O
geophysical O
, O
mineralogical O
, O
geochemical O
, O
large O
scale O
geological O
mapping O
, O
drilling O
need O
to O
be O
executed O
on O
a O
stage O
gated O
manner O
to O
estimate O
the O
resource O
potential O
and O
ore O
types O
of O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
. O

The O
style O
of O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
mineralization O
is O
also O
required O
to O
be O
studied O
in O
detail O
in O
relation O
to O
its O
origin O
. O

Tenement O
E47 O
/ O
2268 O
is O
a O
repository O
of O
low O
grade O
, O
micro B-MINERAL
platy I-MINERAL
hematite I-MINERAL
. O

The O
concession O
bears O
a O
positive O
prospectivity O
and O
potential O
for O
further O
detailed O
exploration O
subdivided O
into O
high O
and O
moderate O
potential O
zones O
within O
the O
tenement O
to O
define O
the O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
style O
of O
mineralization O
, O
the O
geochemistry O
and O
the O
extent O
of O
the O
ore O
. O

The O
Hamersley B-LOCATION
Plateau I-LOCATION
Province I-LOCATION
largely O
corresponds O
to O
differentially O
eroded O
volcanic B-ROCK
sedimentary I-ROCK
rocks I-ROCK
of O
the O
Hamersley B-LOCATION
Basin I-LOCATION
in O
the O
northeast O
of O
Wyloo B-LOCATION
. O

Geochernical O
mapping O
of O
the O
Wyloo B-LOCATION
1 O
: O
250 O
0 O
sheet O
: O
Western B-LOCATION
Australia I-LOCATION
, O
Geological O
Survey O
. O

The O
Hamersley B-STRAT
Group I-STRAT
occupies O
a O
roughly O
triangular O
area O
, O
mostly O
in O
the O
east O
and O
northeast O
of O
Wyloo B-LOCATION
. O

It O
comprises O
a O
series O
of O
iron B-ROCK
formations I-ROCK
alternating O
with O
shale B-ROCK
, O
carbonate B-ROCK
, O
dolerite B-ROCK
, O
and O
felsic B-ROCK
igneous I-ROCK
rocks I-ROCK
Seymour O
et O
al O
. O

Constituent O
units O
include O
the O
Marra B-STRAT
Mamba I-STRAT
Iron I-STRAT
Formation I-STRAT
, O
the O
Wittenoom B-STRAT
Dolomite I-STRAT
, O
the O
Mount B-STRAT
McRae I-STRAT
Shale I-STRAT
and O
Mount B-STRAT
Silvia I-STRAT
Formation I-STRAT
, O
the O
Brockman B-STRAT
Iron I-STRAT
Formation I-STRAT
, O
the O
Weeli B-STRAT
Wolli I-STRAT
Formation I-STRAT
, O
the O
Woongarra B-STRAT
Rhyolite I-STRAT
, O
and O
the O
Boolgeeda B-STRAT
Iron I-STRAT
Formation I-STRAT
Thorne O
and O
Hickman O
, O
1998 O
. O

Minor O
areas O
of O
undivided O
Hamersley B-STRAT
Group I-STRAT
rocks O
outcrop O
near O
the O
Wyloo B-STRAT
Dome I-STRAT
area O
. O

The O
Hamersley B-STRAT
Group I-STRAT
is O
conformably O
overlain O
by O
the O
Turee B-STRAT
Creek I-STRAT
Group I-STRAT
. O

The O
tenement O
area O
appears O
to O
be O
located O
within O
the O
Hamersley B-LOCATION
Iron I-LOCATION
Province I-LOCATION
in O
the O
northwest O
of O
Western B-LOCATION
Australia I-LOCATION
. O

The O
tenement O
covers O
part O
of O
the O
northern O
rim O
of O
the O
Wyloo B-STRAT
Dome I-STRAT
and O
comprise O
quartzo B-ROCK
feldspathic I-ROCK
sedimentary I-ROCK
rocks I-ROCK
in O
the O
north O
western O
and O
south O
western O
part O
, O
carbonate B-MINERAL
rich O
sedimentary B-ROCK
rocks I-ROCK
dolomite B-MINERAL
in O
the O
south O
western O
central O
part O
, O
BIF B-ROCK
micro B-MINERAL
platy I-MINERAL
hematite I-MINERAL
and O
quartzo B-ROCK
feldspathic I-ROCK
volcanic I-ROCK
rocks I-ROCK
in O
the O
northern O
part O
and O
ferromagnesian O
fine O
grained O
rocks O
in O
the O
south O
eastern O
part O
figure O
14 O
. O

The O
Hamersley B-STRAT
Group I-STRAT
occurs O
across O
the O
majority O
of O
the O
tenement O
which O
includes O
the O
oldest O
formations O
which O
is O
the O
Marra B-STRAT
Mamba I-STRAT
Formation I-STRAT
, O
the O
Brockman B-STRAT
Iron I-STRAT
Formation I-STRAT
and O
the O
Weeli B-STRAT
Wolli I-STRAT
Formation I-STRAT
. O

The O
Marra B-STRAT
Mamba I-STRAT
formation I-STRAT
is O
the O
lowest O
formation O
in O
the O
Hamersley B-STRAT
Group I-STRAT
. O

The O
depositional O
environment O
, O
tectonic O
setting O
and O
overall O
geological O
history O
of O
the O
Paleoproterozoic B-TIMESCALE
Lower O
Wyloo B-STRAT
Group I-STRAT
in O
the O
Ashburton B-LOCATION
Province I-LOCATION
is O
here O
of O
interest O
for O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
genesis O
models O
. O

The O
Lower O
Wyloo B-STRAT
Group I-STRAT
contains O
the O
basal O
Beasley B-STRAT
River I-STRAT
Quartzite I-STRAT
, O
the O
Cheela B-STRAT
Springs I-STRAT
flood I-STRAT
basalt I-STRAT
, O
and O
the O
Wooly B-STRAT
Dolomite I-STRAT
. O

The O
first O
erosion O
of O
mature O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
is O
preserved O
in O
basal O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
conglomerates B-ROCK
in O
the O
Upper B-STRAT
Wyloo I-STRAT
Group I-STRAT
, O
which O
unconformably O
overlies O
the O
Lower O
Wyloo B-STRAT
Group I-STRAT
. O

The O
existence O
of O
BIF B-ROCK
clasts O
at O
the O
basal O
unconformity O
of O
the O
Lower B-STRAT
Wyloo I-STRAT
Group I-STRAT
and O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
clasts O
at O
the O
basal O
unconformity O
of O
the O
Upper O
Wyloo B-STRAT
Group I-STRAT
suggest O
that O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
formation O
occurred O
during O
or O
shortly O
after O
the O
deposition O
of O
the O
Lower O
Wyloo B-STRAT
Group I-STRAT
figure O
17 O
. O

Based O
on O
the O
findings O
of O
rocks O
during O
traverse O
, O
the O
tenement O
is O
subdivided O
into O
a O
high O
potential O
area O
where O
the O
microplaty B-MINERAL
hematite I-MINERAL
BIFs B-ROCK
was O
encountered O
, O
moderate O
potential O
area O
bearing O
the O
highly O
goethitic O
and O
limonitic O
consolidated O
iron B-ORE_DEPOSIT
ores I-ORE_DEPOSIT
and O
ferro B-ROCK
magnesium I-ROCK
rocks I-ROCK
and O
a O
no O
potential O
area O
with O
volcanic O
rocks O
and O
quartzo B-ROCK
feldspathic I-ROCK
sedimentary I-ROCK
rocks I-ROCK
. O

The O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
occurrences O
are O
basically O
the O
BIFs B-ROCK
along O
with O
goethitic O
hematite B-MINERAL
figure O
16 O
with O
limonitic O
impressions O
and O
unconsolidated O
alumino B-MINERAL
silicates I-MINERAL
with O
iron O
content O
. O

The O
BIFs B-ROCK
bears O
the O
micro O
platy O
hematite I-MINERAL
with O
thin O
banding O
laminae O
. O

The O
extensive O
leaching O
resulted O
in O
cavities O
and O
fractures O
within O
the O
BIFs B-ROCK
and O
fracture O
planes O
are O
intercalated O
with O
goethite B-MINERAL
figure O
15 O
. O

The O
Hamersley B-LOCATION
Basin I-LOCATION
is O
a O
significant O
source O
of O
high O
grade O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
in O
Western B-LOCATION
Australia I-LOCATION
. O

The O
Brockman B-STRAT
and O
Marra B-STRAT
Mamba I-STRAT
Iron O
Formations O
host O
hematite B-MINERAL
on O
the O
northern O
and O
eastern O
flanks O
of O
the O
Wyloo B-STRAT
Dome I-STRAT
. O

Pisolitic O
Limonite B-MINERAL
is O
also O
developed O
in O
paleo O
drainage O
system O
. O

The O
formation O
of O
BIF B-ROCK
along O
with O
volcanogenic O
massive O
sulfides B-MINERAL
and O
hydrothermal O
vein O
deposits O
is O
related O
to O
a O
sequence O
of O
events O
of O
ocean O
floor O
magmatism O
, O
rifting O
and O
formation O
. O

It O
produces O
extensive O
Superior O
type O
iron B-ROCK
formations I-ROCK
of O
the O
Earaheedy B-LOCATION
Basin I-LOCATION
. O

The O
origin O
of O
the O
iron B-ORE_DEPOSIT
ores I-ORE_DEPOSIT
of O
the O
Hamersley B-LOCATION
Basin I-LOCATION
is O
related O
to O
the O
orogenic O
fluid O
generation O
during O
thrust O
related O
crustal O
thickening O
processes O
and O
subsequent O
post O
orogenic O
extension O
. O

The O
BIF B-ROCK
of O
the O
Hamersley B-LOCATION
Basin I-LOCATION
has O
undergone O
prolonged O
burial O
metamorphism O
and O
resulted O
in O
highly O
goethitic B-MINERAL
and O
limonitic O
hematite B-MINERAL
. O

Figure O
17 O
exhibits O
a O
stratigraphic O
sequence O
vis O
a O
vis O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
mineralization O
in O
regional O
and O
local O
correlation O
with O
tenement O
E47 O
/ O
2268 O
. O

Rocks O
of O
the O
Hamersley B-LOCATION
Basin I-LOCATION
include O
, O
in O
order O
of O
deposition O
, O
the O
Fortescue B-STRAT
Group I-STRAT
, O
the O
Hamersley B-STRAT
Group I-STRAT
, O
and O
the O
Turee B-STRAT
Creek I-STRAT
Group I-STRAT
. O

These O
are O
collectively O
referred O
to O
as O
the O
Mount B-STRAT
Bruce I-STRAT
Supergroup I-STRAT
and O
overlie O
the O
older O
granite B-ROCK
greenstone I-ROCK
terrain O
of O
the O
Pilbara B-LOCATION
Craton I-LOCATION
Thorneand O
Seymour O
, O
1991 O
. O

The O
tenement O
E47 O
/ O
2268 O
regionally O
comprises O
of O
Archean B-TIMESCALE
Greenstone B-ROCK
, O
Archean B-TIMESCALE
Granite B-ROCK
, O
Fortescue B-STRAT
Group I-STRAT
, O
Hamersley B-STRAT
Group I-STRAT
, O
Turee B-STRAT
Creek I-STRAT
Group I-STRAT
and O
Wyloo B-STRAT
Group I-STRAT
rocks O
of O
the O
Archean B-TIMESCALE
and O
Proterozoic B-TIMESCALE
. O

Archean B-TIMESCALE
Granite B-ROCK
and O
Greenstone B-ROCK
The O
oldest O
rocks O
in O
the O
core O
of O
the O
Wyloo B-STRAT
Dome I-STRAT
and O
consist O
of O
the O
Archaean B-TIMESCALE
Metawandy B-STRAT
Granite I-STRAT
Horwitz O
, O
1978 O
and O
greenstones B-ROCK
of O
the O
Pilbara B-STRAT
Supergroup I-STRAT
. O

The O
greenstones B-ROCK
include O
a O
sequence O
of O
metamorphosed O
mafic B-ROCK
volcanic I-ROCK
rocks I-ROCK
, O
dolerite B-ROCK
, O
gabbro B-ROCK
, O
and O
minor O
chert B-ROCK
Seymour O
et O
al O
. O

The O
Page O
18 O
of O
28 O
Metawandy O
Granite B-ROCK
Blight O
, O
1985 O
is O
a O
biotite B-MINERAL
bearing O
medium O
grained O
monzogranite B-ROCK
. O

These O
rocks O
are O
unconformably O
overlain O
by O
the O
Fortescue B-STRAT
Group I-STRAT
of O
the O
Hamersley B-LOCATION
Basin I-LOCATION
. O

3 O
rock O
chip O
samples O
were O
collected O
within O
the O
tenement O
to O
assess O
the O
iron B-ORE_DEPOSIT
ore I-ORE_DEPOSIT
grade O
and O
